C1,C2,C3,C4,C5,W1,W2,W3,Z1,Z2,RW1,RW2,RW3,X,Y
-0.3781625540393897,1.2992282977860654,-0.35626397106142593,0.7375155684670865,-0.933617680009877,,-0.45007077841426335,-0.6400397240731458,-0.6055261562232989,-0.5645946737044067,0.0,1.0,1.0,0,-3.7619761210704983
-0.20543755786763002,-0.9500220549105812,-0.3390330759005625,0.8403081374573955,-1.7273204231923487,,,0.7919252249733381,-0.7346427820635902,-0.7299108553169796,0.0,0.0,1.0,0,-0.3666552808543907
0.43442364354585733,0.2377356023322779,-0.5941499556967944,-1.4460578543884546,0.07212950771386951,0.05518377917020491,-2.293909641813536,0.9544204852781218,-0.7800885230348467,0.7805359155727503,1.0,1.0,1.0,0,1.6530073414119446
-0.5294927090638024,0.23267621135470395,0.02185214552344288,1.6017788913209154,-0.23935562747302427,-0.8060773479120154,0.3083785608986112,,-0.9605398841310583,1.392965295307033,1.0,1.0,0.0,1,-0.2599001507593087
-1.023497492621865,0.17927563495631615,0.21999668397176517,1.3591875752404365,0.8351112459145785,,,-0.4594728972740517,0.7539330794491426,0.6728422102586002,0.0,0.0,1.0,1,0.9087317866281635
0.35687105914950934,1.4633028912195618,-1.188763054322851,-0.6397515327497477,-0.9265759414055249,-1.34463776740858,-1.2664218350533225,,0.23809696760073104,0.41661952852113904,1.0,1.0,0.0,0,-2.1210524718785235
-0.38980980315576796,-1.3766861475563088,0.6351509468144043,-0.22222269709877338,-1.4708062945026579,-0.5397487605313493,-1.111124697714487,-0.5236727866292819,-0.42292796284947065,-0.8432659350193591,1.0,1.0,1.0,0,-0.8603417698477853
-1.0155790812075416,0.3135138474501953,0.8381265678943811,1.9967308916917865,2.9138624660073296,0.451190713223203,,-0.48238854423274574,-0.4448101907941026,-1.3116918649345117,1.0,0.0,1.0,0,-1.8588870144078726
0.4144094332759964,-0.9895381200318641,-2.132046280731309,0.2677114623438358,-0.812941095310326,-0.3568830167041988,-0.16193024185874286,,0.4582744425291042,-0.9986479733561908,1.0,1.0,0.0,1,3.8579947791423526
-0.41535726017968533,-0.6120967990598081,-0.14079088641638526,1.0659802307876436,0.15704856744534462,0.2812837135068311,-1.6483959886428123,0.16669792697399952,0.651828291152833,0.680031280279751,1.0,1.0,1.0,1,4.666035051897077
-0.1586348370386883,-1.0356537528258116,-1.674682944704357,-0.4863079090733309,-0.05378255081832049,-0.36205438401081574,-1.0137951465180306,-0.37271169978502255,0.2597735316939924,-0.506490655879088,1.0,1.0,1.0,1,2.3786895084517217
1.767929913579883,0.13027452147288585,0.9827395110230576,-0.49929559853915206,-1.1849437664170246,,,,-0.8458188767274477,-0.7258061975957804,0.0,0.0,0.0,1,6.04614981046797
-0.9651167622323719,-0.7252260645357532,2.1284697324351645,-0.8213866792243861,0.838489203736345,,-1.359628568079155,-0.9418156781476349,-0.924191235079141,-0.011628940920485633,0.0,1.0,1.0,0,-1.0048570731286637
-0.9029271780870264,0.9315730128742441,0.38495096610586316,-0.1566378976580904,-0.040762526135434025,0.012209551399191979,0.03328371733681947,,-0.10982798053513544,1.906376654761246,1.0,1.0,0.0,0,-3.387000110343598
-0.6547876954293904,0.44607220148208054,-0.45498348034078,-1.2256057637672482,-1.2779375743196193,0.8778003129460692,0.38449010656428706,-2.65127840172118,1.8579378281554115,1.52701786585587,1.0,1.0,1.0,1,1.8094804653467853
0.17258791772211948,1.579091256410435,0.15999161357343825,-0.11863832610988256,0.2858261396025429,,,,-0.19929945639088997,-1.4147648933593102,0.0,0.0,0.0,1,0.6629614775625252
1.3060017417068248,0.21938250136385634,-0.41092723083373717,1.1062887100598888,0.4287564384616135,0.581507387689821,-0.26347470405574364,,0.18443480696834222,-0.2473852534496894,1.0,1.0,0.0,1,7.888085553895486
1.535755991995992,0.18323443722190613,-1.2244690317205003,-1.368159199245665,1.6509279322312496,,0.18408067959736604,-0.5791066858680506,0.03834836031919043,0.43186398103087215,0.0,1.0,1.0,1,3.5089639612272743
1.723665720783297,-0.17951921328260065,-0.38318732113598775,1.4614442922422022,-1.107045682043488,,,-0.5310204299157237,0.7035567402478297,-1.7780830024149268,0.0,0.0,1.0,1,5.635850064097392
-0.8947270189558264,0.6433267946890444,-0.3946051228595896,-0.005121866720071296,-0.16344289852451258,-1.1687039360172153,-1.3452524259974092,0.4049665299512461,1.2954875597048026,0.95765741745151,1.0,1.0,1.0,0,-2.2484451809356436
0.33757454879893356,1.4074818613137168,0.09058490690174555,0.6439387932768579,-2.0501721010310225,0.587836980809054,0.4091709093622783,0.49515702931496464,-0.5735977011373509,0.8895747086616563,1.0,1.0,1.0,0,-1.3423278175155429
-0.04871840193011795,-0.8432302702928711,-1.218813060423628,-0.8781523669287508,-0.33412344070081207,,-1.990150269994386,-0.4972871592408856,-0.2517247721993451,0.03491741253901259,0.0,1.0,1.0,0,2.837124739365155
0.9159025423560131,-1.326392717739564,0.030631492594417446,-0.4841694333335785,-0.32767309436196085,,,0.42453826870583167,-0.14718815495276816,-0.7238996336435028,0.0,0.0,1.0,1,6.547696427958927
1.0027578253046041,0.5381154370039261,1.3373981074427437,-0.15450567924990047,-0.695942611670703,,-0.840085439851138,0.2234780483015889,-1.2551899822945618,2.7335462842998224,0.0,1.0,1.0,1,4.52721228354122
-0.22385881688049952,0.2424967912712216,0.17657335845371103,-1.0843880722333665,0.09048978162787422,0.5122042384210769,-0.9325186303411557,,0.628476125099915,0.13852416425881173,1.0,1.0,0.0,1,3.549531322908101
0.22822833013890514,2.5174740375339204,1.8768446112816701,-0.8532433505588201,-0.2873833615491761,,-0.40070226887029453,-1.7223634538786134,1.812578400575508,-1.6814873932913033,0.0,1.0,1.0,1,0.8108607466196316
-1.4634420018370031,-0.5907070139634865,0.3156050035903405,1.2058536208882336,-0.7290838377436085,0.17259411185858547,-0.6565473562369273,0.18108540267406342,-0.24520322571177844,-0.6164262736621955,1.0,1.0,1.0,0,-0.6139937666127038
-0.6541464400677965,-2.147289029738655,-0.16266592054490767,-1.062414411859563,-0.5294394273660737,-0.8421493857166502,,1.2272255103975005,-0.4931724862476072,0.030838831326383553,1.0,0.0,1.0,0,-0.7723106241277843
-0.8768607781675882,-0.09426255425255699,-1.7577283913566313,-1.4670452453909906,2.129247112028298,-0.02780029952586016,-1.6491511081875612,,-0.4379343807993802,-1.7802334141896694,1.0,1.0,0.0,1,1.2765272878615244
-1.287422581274031,-1.0967855784546396,1.836913528321314,2.905067169240407,-1.1715666288253417,,,0.9731964909554085,-1.0150233074094863,-0.9204612620873135,0.0,0.0,1.0,0,-0.9969510837479456
-0.36824895678803055,0.34155555094050954,1.7286976444055924,-0.9868570784282374,-0.24527784594210975,-0.5250686042619158,-0.2880415692003522,-1.0294248854260932,-0.444369598842099,-0.9535978013827069,1.0,1.0,1.0,1,1.1191390867183684
0.777337576061744,0.43476607446661863,-0.37615607123009925,-0.13382296451604114,-1.3748958083699818,0.19335905652974966,0.1671378689684229,-0.2597268988755703,-0.17780493515268755,-0.14691967385737703,1.0,1.0,1.0,1,3.2293363948637794
-0.23817374397466523,-0.2663874900089551,0.23216988962625595,-0.555327218819016,0.471538522545139,,-1.0366934421305953,0.1269509683381323,-2.1545485549956918,-1.0729653068115381,0.0,1.0,1.0,0,1.0736477639099342
1.0127158178198286,0.15542932766846604,0.35175640839920347,0.053155347577867364,8.439309141418043e-05,,,-1.3735332490014294,0.21641784573875833,-0.11103280762958792,0.0,0.0,1.0,1,5.407148845678843
-0.7215580335428474,0.316494261673308,-0.09728659841348947,2.093168308930595,1.5733549024752425,-1.695359341858512,0.1553146755654557,,-1.7577481803595125,0.8049689523609033,1.0,1.0,0.0,0,-4.464658925886383
0.3858465525565008,-0.7630572096947675,-1.112411471983418,1.191142953088865,0.2627492251471385,,,-2.4253328085340438,0.6070457203841133,2.3297207665979394,0.0,0.0,1.0,1,3.511749281536387
0.4801434033916108,-1.7445859869741926,0.9274384815581808,0.45442033821436295,-1.110430684414478,0.3732741314051483,-1.088404519248958,-0.3933224460190142,1.7634138698141635,-0.8530095815522696,1.0,1.0,1.0,1,8.875220357700961
-0.47152480744994896,0.2637172043565196,0.05246679835624363,-0.292171185803555,-0.10348826806596086,,-1.6607845368257794,3.14564142623903,-0.1275234424254378,0.031684281983934415,0.0,1.0,1.0,0,0.5230924542110412
-0.25197737820688537,0.15256251210246857,1.471491972993157,-2.5666584409312976,-0.23685026450968424,-0.6053135678550786,0.6070067510281453,1.4926673153060535,1.2753098558112084,-0.2858388035586375,1.0,1.0,1.0,0,-1.216956896964294
0.17651242137244696,0.2959939896870995,-0.37191458132128985,-1.7567217824785826,0.32799548371410964,0.29319313224375587,-1.2277203315136718,,1.345757810534375,0.28371021196921836,1.0,1.0,0.0,1,2.175814936444791
1.727350214164185,-1.5338614049161376,0.8638280136981883,-0.3285252231228939,-0.0613243458288473,-1.837641244299191,-0.33098869047020507,1.6768932039488016,-0.7984080728616424,-1.1790530764523424,1.0,1.0,1.0,1,4.9741712955502475
-1.052898510703949,-0.33445617235587666,1.3000445946989585,0.582655241987707,1.732311605409944,-1.4111998915141488,-0.8241712407364029,1.853605976497603,1.0175417420481785,0.9676787396088349,1.0,1.0,1.0,0,-1.6060232480616832
1.1774118889776937,0.4390866789295762,1.743934526167792,0.43899315873829875,0.8279881767970589,-0.17423658473633136,-0.8937010731325713,0.38920629337202906,1.0938380465451016,-2.581367426820332,1.0,1.0,1.0,1,4.827215416200852
-0.29657095353470836,0.06654581585920483,-0.6974238233002769,0.989583934594853,-1.1783036231148656,-0.4687986953378895,-2.715971008936289,-1.360457373543297,-0.13013984061511913,1.2534353870906352,1.0,1.0,1.0,1,2.2413645409866043
0.7823503424176613,-0.19065105750515945,1.1712470934673194,0.7508689887312598,1.8206461576468016,,,,-1.4305345183262208,0.568474706829433,0.0,0.0,0.0,1,5.447444102631143
0.7307746911386448,-1.5720402556532407,-0.06695317289820084,-1.172007192594816,-0.5182798423662747,-1.0291967914936326,-0.05503504005330146,-0.16889631108679026,-0.5536099432517819,-0.9412687445489354,1.0,1.0,1.0,0,1.1877647507570834
1.5112284332767216,0.637533810897696,-0.6989304285787463,-1.013717366440399,0.03278209287626079,-0.5472923722492531,,-1.1147662614171479,-0.7270280370501719,1.5799945382305085,1.0,0.0,1.0,0,0.5155024409577349
-1.2165601493811278,-0.6711402773965811,0.31200947155124387,1.1553120361066962,0.6087614722244398,,,-0.1741035292399436,0.8955751380382996,-0.11736350973051587,0.0,0.0,1.0,1,0.5164983022529323
-2.2912895085981,0.3043667290302598,0.07203357323257792,0.41389028537269307,1.6162096816512073,0.13327766533268132,-0.30235413316224746,-1.7235340919019413,2.200769055277031,-1.791623239729893,1.0,1.0,1.0,1,-1.331870079233414
-2.063238276804743,-0.5911034251911056,0.5909063227933546,-1.5815943994539423,1.475949048053509,-0.9906765908705302,-0.18007290316640068,-0.35280642076633345,-0.6398408105471621,1.5999186205370046,1.0,1.0,1.0,0,-2.646723520358971
0.3683566127006584,0.846583985843404,-0.5709436615217945,0.8137636899662105,1.0684715559890383,0.6475848379233681,,-0.5598442337649643,-0.1797807071173242,-0.20735137480912186,1.0,0.0,1.0,0,-1.2242868947350805
0.23287802013716835,0.23440089269869593,0.2703432392817259,-0.8633452647393817,-0.14752868024035293,-0.9569856454104889,,0.18929195764100232,-0.1211074599613428,-0.45769540728563723,1.0,0.0,1.0,0,0.40850770646530354
-0.1525225324523588,0.3833938643534951,0.9998242469102946,-1.0585360819784093,-0.12500903031957764,-0.6215916553049572,,-0.6758348617693668,0.9284667737220721,-0.8257203241306272,1.0,0.0,1.0,1,2.2986492235326503
1.4814555476589732,-0.7435882288125641,-0.8222500172903203,0.20230619183119358,0.8443851904853201,,1.686806031953513,,2.688845499754523,-1.414488443604702,0.0,1.0,0.0,1,4.2745517175137
0.01142605556065933,1.3289605904369892,0.8567939825665268,0.8418200668900618,0.5541165013240933,-0.8329948999734649,,-0.37189140083496364,1.6919482535847028,0.8253582106449429,1.0,0.0,1.0,0,-4.264034870184442
2.327653100346085,-0.2051616888660442,-2.003522292066514,1.604254361517141,-0.45769943095682564,-0.7941092890854844,-0.40730769818897655,-0.45711381711955534,-0.682351563982725,0.2571012046291813,1.0,1.0,1.0,0,2.9162041579505407
0.10788044434303304,1.309550684860527,-1.6022595410589253,-1.2516472141061394,-1.6012779371188537,1.2705511560380573,-1.673732739714028,0.5945123629703348,0.8446516892503231,0.6260742067964322,1.0,1.0,1.0,1,2.6016364521666873
-0.7941362900254239,0.43963660601699356,0.524187842812771,0.27627417932855375,-1.4127658838923665,,,-0.33591819689178637,-1.9014345843629326,0.3863361003391389,0.0,0.0,1.0,0,-2.947373791569583
-2.310103436632644,0.054353585390382264,-0.47177603363833576,0.45938577171661177,0.7019536262212701,-0.2506803519982443,,-0.4513264035785728,-1.3883343549822305,1.0481542879373893,1.0,0.0,1.0,0,-4.5062407950855
0.13824143205868192,0.7601330853758538,0.22921137411506842,0.5300647056014667,-0.7046732628698824,,-0.7773439718922585,,1.0699223794509465,-1.3692854700202948,0.0,1.0,0.0,1,2.98986717259509
-0.17961141383145854,0.19677609665695725,0.8205284754174188,-0.3937411722245721,0.5211672557321126,1.0092688194272896,0.4885615887898901,-0.4438174189558981,-1.9762767590488943,-0.30493623781754986,1.0,1.0,1.0,0,-1.2808161678274794
-0.265838791915379,-0.11754216732813036,0.829519042024073,-1.993060371054156,-1.296472328074761,0.8214642482306366,0.2992868213745344,0.11905165405364139,-0.2413140891704132,0.007812534819793935,1.0,1.0,1.0,0,0.3075733373144436
-1.4821853974428207,-2.3336161198483047,-0.6782644401551767,0.7494338997277404,-0.28488406638257474,-0.5330225103348575,,1.6835606824966194,0.4212192832350272,-0.15488194886030354,1.0,0.0,1.0,0,-1.1129730903977226
0.19779008194185213,1.0892174967107926,1.3276861322676916,-0.06913793472613955,1.3535858895693973,0.0806730984014273,,0.09923449075921899,0.10378477839469796,-0.8334726040962993,1.0,0.0,1.0,1,1.0992924601001604
0.09212665843410921,-0.8373982238274621,-0.5944003521987352,-1.4805365125650163,-0.8881338537336524,0.04378808853136693,-0.5471301682515666,-0.7412097290864259,-1.0274582291660967,0.6035652627573407,1.0,1.0,1.0,0,1.108457646683481
-0.35801668807442916,0.8035850193786016,1.7207698311659838,-1.38218151537704,0.39282746825991893,0.7932621906477206,1.2053428078524027,,0.5197854867788488,-0.357752944485087,1.0,1.0,0.0,1,1.1678543721742758
-1.0405439391575344,0.47469708846320197,-0.1310866506877266,-1.8309058258475304,0.9282969915684843,0.45826162921650265,0.11670900354497149,,-1.0527853005793828,1.5523254540145384,1.0,1.0,0.0,0,-2.467987735552476
-0.605000712808731,-0.5339002383735546,-1.06975241128969,-0.6542832766875555,0.4278904406949172,-0.9080111044646927,0.6425777006278076,,1.7106355564393765,1.1393020890278192,1.0,1.0,0.0,0,-2.400517000898221
-0.18924434093640552,0.32866200228248105,0.3619218539288437,1.320661655528167,-0.3427861508643793,,,-0.5984102000791458,0.6329834609868906,-1.089650921377081,0.0,0.0,1.0,0,-0.2559021683384029
-1.4768578168457318,1.067222416571983,-0.3314881720972547,1.114592444577377,0.3833771131824704,-0.4923430707006257,-0.21515560341821105,,1.2811406307257107,0.5786602678054744,1.0,1.0,0.0,0,-4.581750760956195
-0.13113753020334493,0.3487758940462951,1.9510125601262995,2.076980529053753,0.0693811351327787,0.5384022270151514,,0.5615552961632795,-1.0243612217565137,0.7055201589248817,1.0,0.0,1.0,0,0.2909030155786111
0.1601905933170753,1.0762401574663856,-0.8456610327673472,0.3330703726182551,-0.0258628479538564,0.1493834845852554,1.0058103863672918,,-0.5104985151070065,0.8289870968421318,1.0,1.0,0.0,1,1.88376245102735
0.3139082114575536,-0.8333688059494058,-1.589567493308969,-2.0729834359912918,-1.1173841129896078,-0.6025143676242354,-2.9499445280498082,-0.3308349893039998,1.1443999149570765,0.5198500464505448,1.0,1.0,1.0,1,4.5262488339425335
-0.458675284939333,-0.2931915866487618,1.9372311624295169,1.1059933699072981,-0.9620911163416273,0.03905223321798413,,-0.17921645863727426,-0.8348699180781658,0.6178899916404327,1.0,0.0,1.0,1,2.5269856303403966
0.34770845245095694,-0.4070782363503251,-0.28436383804009513,0.18532564941538202,0.6191711169753933,-0.5368187102245695,-0.8468019619699305,-1.0329654837843012,0.5614792462111343,-0.7014480290369101,1.0,1.0,1.0,1,2.3567018413985186
-0.33925848388401536,1.0638515327343585,-1.141938226142404,0.006339062362268442,2.5976737265958323,0.4349571985984544,1.0882871565038081,,-0.3410301478709051,1.904955272033809,1.0,1.0,0.0,0,-3.494400021781998
0.2230797426252751,1.4332145066061728,0.09152017817320818,0.5807770953297967,-0.056783194392691534,-0.0612905316847124,,-0.18888589533538172,1.6563168763241924,-0.5474641045009839,1.0,0.0,1.0,1,1.9698661257395744
-0.17040758116420443,-0.7794823967254196,0.4303013589575532,-0.8515371891857679,0.6655852363134291,,1.0783473816471452,0.3944004389142464,-2.0215945973367533,1.4824308043608379,0.0,1.0,1.0,0,0.5527740373780871
1.08528700444591,0.36653140723722993,-0.28624873355569186,0.4539655793086961,-0.3086730555464126,-0.4956772736367223,1.3150592634308313,-0.26746087216305203,2.1201340985351185,1.5736876845865764,1.0,1.0,1.0,1,2.3595284463996906
0.9355471254651493,-1.8314060842151236,-0.3356073681186462,-1.9908119951239978,-1.495060830227205,,0.5148879959654585,-0.30147676236021986,-0.3546798008105353,0.6706557295281323,0.0,1.0,1.0,1,4.366814889855986
1.3638622298139094,0.895184981971686,-0.7194802332847904,-1.502503456040897,-2.964528837841651,,-0.3737372756036043,-0.18066223943877205,-0.9247125848621124,1.081100403382544,0.0,1.0,1.0,0,0.22326894642269546
-0.5434955079326346,2.4204150122474024,0.4348842714636474,-0.5595722860494895,0.46508020950030626,0.19696541888147795,-1.9726950892824424,,-0.5822661209199321,-0.6352444325329273,1.0,1.0,0.0,0,-1.4412985677291714
-1.5609583529944429,-0.29732336269763543,0.09947747301573849,-0.08610065182104851,0.7908061216900806,-1.764959642750889,-0.4065974927124736,,-0.08535997171155703,-0.5602295225298025,1.0,1.0,0.0,0,-1.7193401386136569
0.34464522623605237,0.668326018107997,-0.6883722822307594,0.8978154084105481,1.6289369476239914,-0.3274689910743947,0.7029519173855014,0.34762258400774604,0.7348758140004265,-0.8540645996513742,1.0,1.0,1.0,0,-1.5075305825110392
-0.9701495196514126,-0.8876956557145598,1.3357843363202329,-0.19134398669506028,1.403821392066557,-2.156073935380736,,,2.5873577744696523,0.5505262665234152,1.0,0.0,0.0,0,-3.0545775528789614
-0.4425357118921839,1.4550455762707113,0.13148581680545218,0.2582288233226952,1.5647180216699044,-0.569226001271603,-0.4697992157685653,-2.084656387547494,-0.3498311877317857,-0.9766468695738342,1.0,1.0,1.0,0,-0.3251900300628172
-0.36177047744417123,-0.9411220959249583,-0.44856420802835434,0.4523339506431387,-1.5657590721805144,0.2177960080753799,0.6512039036399468,,-0.31051601961148123,-0.20821712634171716,1.0,1.0,0.0,1,1.812569572161485
0.6374709026511215,-0.5387713176177432,1.1478126607335635,-2.3942603049004716,-0.7865657751041687,-0.9049575604110686,0.14052785451258828,,-0.2713602593966133,-0.4951776178714782,1.0,1.0,0.0,1,2.6935434821616364
-1.686468151234102,-0.8262294663639526,0.24766590110894313,-0.1792266254497549,-0.25337756894801494,1.0908184053504364,0.8289248780245121,,-0.8229161427992897,0.9068822651090572,1.0,1.0,0.0,0,-1.363662020329794
-0.1591848713800608,0.20338824061994343,-1.0085360419431078,0.7068496408990508,0.6626659703854839,,1.15666570182918,,1.4130390282326089,-0.8621506532708272,0.0,1.0,0.0,1,1.0975466112399566
0.385037937656101,0.5565334427512632,0.2964180008086595,2.0350733027310675,-0.0870941710525099,-0.3466854936712372,1.1346762503343317,-0.9810418418436007,-0.04943496935726014,-1.7992103360704865,1.0,1.0,1.0,0,-1.8429267430119998
-0.30708321833457675,-0.7535275803573779,-1.0322626705778368,-1.2444717876010754,-0.8887973132309185,,,,-0.545721037981825,1.9692963873845684,0.0,0.0,0.0,1,0.7403665753556807
-0.07068038165207131,0.3342951284977145,0.051142058552161786,-0.765535277429713,0.9001845640199633,,0.16297848742441068,,1.199837471421691,0.6188653963992969,0.0,1.0,0.0,1,1.2545045794588021
0.7394126723009475,-0.159648307422017,-0.652916144664712,0.5484279208297995,0.18797358748610446,,,-1.3989009767853766,-1.1562656821338042,-0.6969278165619484,0.0,0.0,1.0,1,2.9677067688681946
-1.4481272594150476,-0.0679802559844049,0.26203581207438104,-0.8996947864877538,0.189843392837443,-0.045366796971691895,,0.19412904092657024,-0.5159502363860676,1.021583641152817,1.0,0.0,1.0,0,-1.752354762906261
-1.4548224852577891,1.3361861000121709,1.2479499850594318,-0.25251733430296475,0.36345433783907316,-0.4161238503292055,1.2750952399431155,,1.3012020848004253,0.008690891895107418,1.0,1.0,0.0,0,-2.582123199231097
-2.409921965799875,-1.1563476602653329,-0.2937789201521298,-1.0721330214268592,0.7143964826306588,,-0.952168783429437,-0.2807330599839491,0.9088598424588966,-0.726619765463742,0.0,1.0,1.0,1,0.7353508623697409
1.997296530747994,-1.176614719429302,-0.8374634040851927,0.23544836830993032,1.6111161484996208,,0.3936810458047396,-1.1849792027392545,0.33073350497524273,1.0595135581894597,0.0,1.0,1.0,1,6.396344185254068
-1.2223743125399031,0.24903612230694197,1.8212988508131087,-1.6517591481792673,-1.281069206845832,-1.708831353796136,,,1.606053134971857,-1.1483245182381405,1.0,0.0,0.0,0,-4.057303345883943
-0.42360660646083825,-0.520588412855411,0.8126012877536446,0.24165971982083806,-1.7749620596421283,-0.8097457915802514,,-0.6473188572640002,1.4633234722783097,2.4245641141942733,1.0,0.0,1.0,1,1.1023825337312534
0.5154104029008109,-0.5775388873556505,1.274447216941239,-0.6275875364369197,-0.6366152831022357,-1.7528368033629245,,0.6493647687328938,-1.4045494230275954,-1.5677135091916454,1.0,0.0,1.0,0,-1.416828164078769
0.5411316108045314,0.7629264823369366,0.4480993639362036,-1.6855973173848082,0.5380344399282511,,0.04289219125028169,-0.20752939933337816,1.6476508855816303,-0.3533073135357716,0.0,1.0,1.0,1,1.4011249136400012
-1.034308051674399,0.2352761115882635,-1.4237344353990602,0.44632214754306365,-0.8065989043073726,-1.0325759481235122,,-0.10061045862402446,-0.1522202773751237,1.2573087154080926,1.0,0.0,1.0,0,-3.6275938107325527
-1.2826346502605217,0.7138201364823995,0.2416445216767513,-0.6139768013928971,1.4511788490210642,,-0.4988219569084565,,-0.8134023926100338,0.3444968044647305,0.0,1.0,0.0,0,-2.7609342592527133
-0.44065242156974244,0.03210767397093466,0.2689134476786009,-0.6196659341286136,0.47113629339992935,1.1451604514677702,0.16662418704724893,0.36056462973101516,-1.285630850001139,0.9521080739267891,1.0,1.0,1.0,0,0.189844472822291
-0.5334523471647244,-0.4116383222162092,1.362642639803341,-1.040586052512433,-2.41278033092949,,0.7073462863965246,,0.9469005263136197,0.2609767219615521,0.0,1.0,0.0,0,-0.08270133389462464
1.6109369950118944,2.549327952607003,-0.40526926544933184,-1.9368380406201853,-0.31048397619594376,0.3208686901886905,0.32032506276121775,,0.10264205114116094,0.07580214013321764,1.0,1.0,0.0,1,2.5279412490837876
